match_guid,time,delta,actor_id,loc_x,loc_y,loc_z,rot_x,rot_y,rot_z,lin_vel_x,lin_vel_y,lin_vel_z,ang_vel_x,ang_vel_y,ang_vel_z
0C52006011F129FCBC11E1A4AF19E2AD,109.45918,0.0336162,80,-1243.85,1183.85,171.96,-0.6437015,-0.22467524,0.72472125,850.87,1786.15,-92.79,176.29,-202.79,-409.32
0C52006011F129FCBC11E1A4AF19E2AD,109.45918,0.0336162,74,-338.02,-275.9,16.99,-0.004491168,0.0016750843,0.9319161,-1661.84,1587.33,0.48,-0.07,0.04,18.06
0C52006011F129FCBC11E1A4AF19E2AD,109.49278,0.0336138,80,-1222.58,1228.48,169.37,-0.67453825,-0.20477378,0.70721155,850.21,1784.77,-108.96,176.29,-202.79,-409.32
0C52006011F129FCBC11E1A4AF19E2AD,109.52638,0.033613797,80,-1194.26,1287.94,165.29,0.7117042,0.17706059,-0.67976046,849.33,1782.93,-130.49,176.29,-202.79,-409.32
0C52006011F129FCBC11E1A4AF19E2AD,109.55998,0.0336137,86,-1137.62,1306.6,17.01,-0.0027108851,0.0039570834,0.56167865,763.74,1880.17,0.27,0.0,0.0,6.8
0C52006011F129FCBC11E1A4AF19E2AD,109.55998,0.0336137,80,-1165.97,1347.33,160.49,0.74414533,0.14816058,-0.6477746,848.45,1781.09,-152.01,176.29,-202.79,-409.32
0C52006011F129FCBC11E1A4AF19E2AD,109.55998,0.0336137,74,-520.77,-106.92,16.99,-0.004491168,0.0016804792,0.9335923,-1700.16,1545.06,0.5,-0.06,0.04,3.8
0C52006011F129FCBC11E1A4AF19E2AD,109.59358,0.0336136,80,-1130.64,1421.48,153.48,0.7776988,0.11067737,-0.60176754,847.35,1778.79,-178.86,176.29,-202.79,-409.32
0C52006011F129FCBC11E1A4AF19E2AD,109.62718,0.0336137,86,-1080.96,1447.92,16.81,-0.005872278,0.0048795934,0.56198615,761.17,1888.31,-24.25,-75.23,-24.45,-22.59
0C52006011F129FCBC11E1A4AF19E2AD,109.62718,0.0336137,80,-1103.03,1480.63,148.3,0.79420084,0.077207886,-0.5673972,704.32,1834.29,71.15,135.72,3.05,-411.01
0C52006011F129FCBC11E1A4AF19E2AD,109.62718,0.0336137,74,-649.1,8.97,16.99,-0.004491168,0.001685874,0.933886,-1709.46,1538.74,0.28,-0.05,0.04,1.28
0C52006011F129FCBC11E1A4AF19E2AD,109.66078,0.0336138,80,-1085.68,1526.73,150.28,0.79333997,0.045858636,-0.55511856,672.59,1864.38,112.19,135.72,3.05,-411.01
0C52006011F129FCBC11E1A4AF19E2AD,109.69439,0.0336211,80,-1052.08,1619.86,154.93,0.7846603,-0.017158234,-0.5257276,671.57,1861.5,79.52,135.72,3.05,-411.01
0C52006011F129FCBC11E1A4AF19E2AD,109.728,0.0336212,86,-1017.75,1605.37,16.77,-0.0049551204,0.0038330029,0.55867916,761.14,1888.24,3.7,6.2,4.09,-4.04
0C52006011F129FCBC11E1A4AF19E2AD,109.728,0.0336212,80,-1035.31,1666.37,156.65,0.7768687,-0.048636958,-0.50870156,671.06,1860.06,63.2,135.72,3.05,-411.01
0C52006011F129FCBC11E1A4AF19E2AD,109.728,0.0336212,74,-792.21,137.5,16.99,-0.004491168,0.001685874,0.93398714,-1712.08,1535.82,0.28,-0.05,0.04,0.37
0C52006011F129FCBC11E1A4AF19E2AD,109.7616,0.0336136,80,-1024.13,1697.36,157.57,0.7704084,-0.06954727,-0.49652007,670.72,1859.1,52.32,135.72,3.05,-411.01
0C52006011F129FCBC11E1A4AF19E2AD,109.7952,0.0336137,86,-961.05,1747.12,16.96,-0.0033312868,0.0039462936,0.5645164,742.59,1894.94,1.43,1.92,1.7,49.31
0C52006011F129FCBC11E1A4AF19E2AD,109.7952,0.0336137,80,-996.2,1774.76,159.08,0.7499024,-0.1213699,-0.46327183,669.87,1856.7,25.17,135.72,3.05,-411.01
0C52006011F129FCBC11E1A4AF19E2AD,109.8288,0.0336137,80,-985.04,1805.69,159.36,0.7399784,-0.14184862,-0.4489054,669.53,1855.74,14.31,135.72,3.05,-411.01
0C52006011F129FCBC11E1A4AF19E2AD,109.8288,0.0336137,74,-949.68,278.69,16.99,-0.004491168,0.001685874,0.9340181,-1712.87,1534.93,0.36,-0.05,0.04,0.08
0C52006011F129FCBC11E1A4AF19E2AD,109.8624,0.0336137,80,-946.02,1913.84,158.92,0.6977663,-0.21188413,-0.39415345,668.34,1852.45,-23.58,135.72,3.05,-411.01
0C52006011F129FCBC11E1A4AF19E2AD,109.895996,0.0336139,86,-894.34,1921.35,17.01,-0.0028889135,0.003930109,0.57297546,713.37,1905.79,0.29,0.37,0.24,9.28
0C52006011F129FCBC11E1A4AF19E2AD,109.895996,0.0336139,80,-934.88,1944.7,158.39,0.6836312,-0.23132706,-0.3773162,668.0,1851.51,-34.4,135.72,3.05,-411.01
0C52006011F129FCBC11E1A4AF19E2AD,109.895996,0.0336139,74,-1106.69,419.38,16.99,-0.004491168,0.0016912688,0.93402016,-1713.01,1534.68,0.5,-0.04,0.04,0.01
0C52006011F129FCBC11E1A4AF19E2AD,109.929596,0.033613797,80,-912.63,2006.38,156.79,0.6527088,-0.26928496,-0.34219056,667.32,1849.63,-56.0,135.72,3.05,-411.01
0C52006011F129FCBC11E1A4AF19E2AD,109.9632,0.0336193,86,-841.64,2064.36,17.01,-0.0028079916,0.003930109,0.57450217,693.15,1899.13,0.27,0.08,0.08,2.73
0C52006011F129FCBC11E1A4AF19E2AD,109.9632,0.0336193,80,-873.74,2114.17,152.26,-0.5905356,0.3322263,0.27655184,666.13,1846.34,-93.76,135.72,3.05,-411.01
0C52006011F129FCBC11E1A4AF19E2AD,109.9632,0.0336193,74,-1235.2,534.49,16.99,-0.004491168,0.0016912688,0.93402016,-1713.01,1534.63,0.5,-0.04,0.04,0.0
0C52006011F129FCBC11E1A4AF19E2AD,109.9968,0.0336139,80,-857.09,2160.3,149.64,-0.5609504,0.3576359,0.24701518,665.62,1844.93,-109.93,135.72,3.05,-411.01
0C52006011F129FCBC11E1A4AF19E2AD,110.0304,0.0336136,80,-836.35,2221.9,149.59,-0.5244545,0.3899563,0.20237845,589.01,1859.6,24.7,94.05,-12.66,-412.84
0C52006011F129FCBC11E1A4AF19E2AD,110.064,0.0336138,86,-780.28,2236.72,16.76,-0.008672178,0.00025625282,0.58376503,631.09,1869.82,1.31,3.18,7.2,86.83
0C52006011F129FCBC11E1A4AF19E2AD,110.064,0.0336138,80,-816.73,2283.84,149.97,-0.48534742,0.4203345,0.15673831,588.41,1857.68,3.0,94.05,-12.66,-412.84
0C52006011F129FCBC11E1A4AF19E2AD,110.064,0.0336138,74,-1363.72,649.6,16.99,-0.004491168,0.0016912688,0.93402016,-1713.01,1534.63,0.5,-0.04,0.04,0.0
0C52006011F129FCBC11E1A4AF19E2AD,110.0976,0.0336138,80,-792.23,2361.18,149.41,-0.43308243,0.4553415,0.09860913,587.66,1855.29,-24.05,94.05,-12.66,-412.84
0C52006011F129FCBC11E1A4AF19E2AD,110.1312,0.0336136,86,-736.7,2376.36,16.86,-0.0063901786,0.0022469328,0.610108,545.92,1856.64,-1.6,-7.62,-1.49,43.63
0C52006011F129FCBC11E1A4AF19E2AD,110.1312,0.0336136,80,-773.51,2422.44,149.5,-0.39565858,0.4854499,0.048243135,548.46,1840.6,7.0,33.69,14.58,-417.91
0C52006011F129FCBC11E1A4AF19E2AD,110.1312,0.0336136,74,-1492.24,764.71,16.99,-0.004491168,0.0016912688,0.93402016,-1713.01,1534.63,0.5,-0.04,0.04,0.0
0C52006011F129FCBC11E1A4AF19E2AD,110.1648,0.033613697,80,-760.05,2468.43,149.65,-0.36706066,0.5072558,0.010069388,522.23,1842.75,17.43,23.57,21.26,-418.7
0C52006011F129FCBC11E1A4AF19E2AD,110.19841,0.033614002,86,-698.8,2514.75,16.91,-0.004847225,0.0033258921,0.61660874,478.74,1834.03,1.44,3.79,5.17,11.64
0C52006011F129FCBC11E1A4AF19E2AD,110.19841,0.033614002,80,-742.65,2529.81,149.77,-0.32770008,0.53433233,-0.041030295,521.67,1840.87,-4.25,23.57,21.26,-418.7
0C52006011F129FCBC11E1A4AF19E2AD,110.23201,0.0336138,80,-721.79,2606.45,150.04,-0.27859104,0.566588,-0.10542284,496.44,1839.52,-0.45,9.2,34.71,-419.64
0C52006011F129FCBC11E1A4AF19E2AD,110.23201,0.0336138,74,-1649.32,905.4,16.99,-0.004491168,0.0016912688,0.93402016,-1713.01,1534.63,0.5,-0.04,0.04,0.0
0C52006011F129FCBC11E1A4AF19E2AD,110.26561,0.033613697,86,-664.38,2651.08,16.94,-0.004760908,0.0033258921,0.61794126,446.54,1803.78,-0.71,-2.59,-4.35,0.49
0C52006011F129FCBC11E1A4AF19E2AD,110.26561,0.033613697,80,-705.48,2667.66,150.0,-0.23916574,0.5893595,-0.1573695,470.64,1837.63,16.12,-12.88,39.91,-420.3
0C52006011F129FCBC11E1A4AF19E2AD,110.29921,0.033613604,80,-693.72,2713.58,150.13,-0.20988806,0.6046106,-0.19657905,470.28,1836.22,-0.13,-12.88,39.91,-420.3
0C52006011F129FCBC11E1A4AF19E2AD,110.29921,0.033613604,74,-1792.12,1033.3,16.99,-0.004491168,0.0016912688,0.93402016,-1713.01,1534.63,0.5,-0.04,0.04,0.0
0C52006011F129FCBC11E1A4AF19E2AD,110.332825,0.033629198,80,-678.03,2774.66,149.79,-0.17076482,0.6218956,-0.24876313,443.53,1835.15,24.56,-41.44,35.31,-420.56
0C52006011F129FCBC11E1A4AF19E2AD,110.366425,0.0336139,86,-628.03,2799.59,16.94,-0.0054028886,0.0029104927,0.617747,429.69,1764.43,-0.15,0.14,-1.1,-1.6
0C52006011F129FCBC11E1A4AF19E2AD,110.366425,0.0336139,80,-666.95,2820.52,150.13,-0.14268482,0.63189226,-0.28884658,443.17,1833.74,8.28,-41.44,35.31,-420.56
0C52006011F129FCBC11E1A4AF19E2AD,110.366425,0.0336139,74,-1892.08,1122.83,16.99,-0.004491168,0.0016912688,0.93402016,-1713.01,1534.63,0.5,-0.04,0.04,0.0
0C52006011F129FCBC11E1A4AF19E2AD,110.40006,0.033650897,80,-644.78,2912.03,149.71,-0.086147144,0.64569753,-0.36743292,409.94,1837.2,34.04,-74.85,22.84,-420.77
0C52006011F129FCBC11E1A4AF19E2AD,110.43366,0.0336138,86,-596.42,2930.43,16.94,-0.005872278,0.0027054904,0.61988336,404.29,1730.96,-0.31,-0.14,-0.41,42.18
0C52006011F129FCBC11E1A4AF19E2AD,110.43366,0.0336138,80,-634.54,2957.94,150.29,-0.05933488,0.64776224,-0.4075973,409.61,1835.79,17.75,-74.85,22.84,-420.77
0C52006011F129FCBC11E1A4AF19E2AD,110.46726,0.0336138,80,-620.9,3019.09,150.43,-0.023335276,0.6476245,-0.45931745,409.17,1833.91,-3.93,-74.85,22.84,-420.77
0C52006011F129FCBC11E1A4AF19E2AD,110.46726,0.0336138,74,-2076.16,1290.64,16.99,-0.0044749836,0.0017344271,0.92708147,-1670.93,1577.95,0.51,0.07,-0.05,-84.36
0C52006011F129FCBC11E1A4AF19E2AD,110.50086,0.033613898,80,-610.67,3064.91,150.06,0.003752081,0.6453604,-0.49659023,408.84,1832.5,-20.16,-74.85,22.84,-420.77
0C52006011F129FCBC11E1A4AF19E2AD,110.5345,0.033645,86,-563.84,3088.76,16.93,-0.005068411,0.0037736602,0.6480119,325.1,1733.24,-2.76,-10.17,-0.66,37.21
0C52006011F129FCBC11E1A4AF19E2AD,110.5345,0.033645,80,-592.01,3156.86,150.48,0.050287765,0.6366684,-0.5707312,342.99,1850.42,33.65,-110.67,71.61,-421.29
0C52006011F129FCBC11E1A4AF19E2AD,110.5345,0.033645,74,-2197.68,1412.68,16.99,-0.004394062,0.0019232449,0.91081977,-1574.19,1676.87,0.44,-0.05,0.06,-122.57
0C52006011F129FCBC11E1A4AF19E2AD,110.5681,0.0336139,80,-583.43,3203.1,151.05,0.07147861,0.6297781,-0.606283,342.72,1849.01,17.36,-110.67,71.61,-421.29
0C52006011F129FCBC11E1A4AF19E2AD,110.6017,0.0336137,80,-577.72,3233.9,151.2,-0.08548898,-0.62411827,0.6289645,342.54,1848.07,6.51,-110.67,71.61,-421.29
0C52006011F129FCBC11E1A4AF19E2AD,110.6353,0.033613898,86,-537.15,3248.12,16.97,-0.0039840573,0.003854582,0.65407574,270.72,1741.55,0.93,2.83,1.63,7.96
0C52006011F129FCBC11E1A4AF19E2AD,110.6353,0.033613898,80,-557.77,3341.59,150.31,-0.13349205,-0.59771603,0.7014646,341.91,1844.78,-31.37,-110.67,71.61,-421.29
0C52006011F129FCBC11E1A4AF19E2AD,110.6353,0.033613898,74,-2310.74,1543.64,16.99,-0.0042969557,0.002160616,0.8935067,-1446.44,1788.24,0.28,-0.1,0.17,-83.81
0C52006011F129FCBC11E1A4AF19E2AD,110.6689,0.0336138,80,-546.79,3403.45,149.83,-0.15907966,-0.57847816,0.7379801,297.67,1891.09,40.02,-111.93,86.1,-421.43
0C52006011F129FCBC11E1A4AF19E2AD,110.7025,0.0336137,86,-517.59,3379.06,16.9,-0.0056456965,0.0038168186,0.655063,257.06,1760.35,-1.66,-2.72,-3.46,1.05
0C52006011F129FCBC11E1A4AF19E2AD,110.7025,0.0336137,80,-539.35,3450.71,150.56,-0.17703362,-0.56221277,0.7629086,297.43,1889.65,23.73,-111.93,86.1,-421.43
0C52006011F129FCBC11E1A4AF19E2AD,110.7025,0.0336137,74,-2426.07,1697.51,16.99,-0.004221428,0.0022846963,0.8825848,-1331.02,1875.73,0.28,0.0,0.0,-42.23
0C52006011F129FCBC11E1A4AF19E2AD,110.7361,0.0336138,86,-511.16,3423.55,21.61,-0.01229748,0.003930109,0.6551439,257.63,1789.1,271.07,-122.49,-99.57,2.42
0C52006011F129FCBC11E1A4AF19E2AD,110.7361,0.0336138,80,-534.39,3482.21,152.19,-0.18878892,-0.55037117,0.77820426,220.82,2006.76,313.98,-111.95,83.39,-421.39
0C52006011F129FCBC11E1A4AF19E2AD,110.7697,0.0336136,80,-523.35,3582.46,166.92,-0.22270074,-0.51032,0.81755954,220.46,2003.7,281.0,-111.95,83.39,-421.39
0C52006011F129FCBC11E1A4AF19E2AD,110.8033,0.0336136,86,-488.7,3592.68,48.34,-0.08448015,0.008494107,0.65657353,242.88,1893.38,312.52,-142.96,-81.21,15.52
0C52006011F129FCBC11E1A4AF19E2AD,110.8033,0.0336136,80,-514.16,3665.88,177.94,-0.24888182,-0.4721247,0.8426902,220.16,2001.15,253.55,-111.95,83.39,-421.39
0C52006011F129FCBC11E1A4AF19E2AD,110.8033,0.0336136,74,-2544.23,1872.98,16.99,-0.0041944543,0.002344039,0.87541926,-1252.41,1929.1,0.28,0.01,0.0,-25.93
0C52006011F129FCBC11E1A4AF19E2AD,110.8369,0.0336138,80,-506.84,3732.54,185.94,-0.26830313,-0.4386445,0.8576193,219.92,1999.11,231.62,-111.95,83.39,-421.39
0C52006011F129FCBC11E1A4AF19E2AD,110.8705,0.033613797,80,-501.35,3782.49,191.45,-0.2819089,-0.41195098,0.8657398,219.74,1997.58,215.18,-111.95,83.39,-421.39
0C52006011F129FCBC11E1A4AF19E2AD,110.90411,0.033624303,86,-470.56,3738.69,73.69,-0.14316496,0.029296527,0.6569889,240.46,1991.34,356.64,-147.7,-49.02,13.18
0C52006011F129FCBC11E1A4AF19E2AD,110.90411,0.033624303,80,-492.2,3865.66,199.74,-0.30264112,-0.36468694,0.873342,219.44,1995.03,187.82,-111.95,83.39,-421.39
0C52006011F129FCBC11E1A4AF19E2AD,110.90411,0.033624303,74,-2656.89,2052.07,16.99,-0.0041890596,0.0023602236,0.870683,-1203.15,1960.2,0.28,0.04,-0.02,-23.86
0C52006011F129FCBC11E1A4AF19E2AD,110.93771,0.0336136,80,-488.54,3898.9,202.73,-0.31022087,-0.34488255,0.8742944,219.32,1994.01,176.88,-111.95,83.39,-421.39
0C52006011F129FCBC11E1A4AF19E2AD,110.97131,0.033613797,86,-452.34,3889.37,98.07,-0.18883207,0.05006118,0.65574276,243.33,2011.97,302.58,-117.87,-31.57,9.7
0C52006011F129FCBC11E1A4AF19E2AD,110.97131,0.033613797,80,-477.15,4000.29,212.18,-0.3370493,-0.2958437,0.8646045,224.74,2132.98,265.09,5.44,-60.85,-345.93
0C52006011F129FCBC11E1A4AF19E2AD,110.97131,0.033613797,74,-2762.79,2234.99,16.99,-0.0041297167,0.002451935,0.85245615,-1092.97,2022.14,0.42,0.02,-0.03,-121.21
0C52006011F129FCBC11E1A4AF19E2AD,111.00491,0.0336138,80,-471.54,4053.59,218.53,-0.35593653,-0.28329533,0.85121286,224.56,2131.33,248.62,5.44,-60.85,-345.93
0C52006011F129FCBC11E1A4AF19E2AD,111.03851,0.0336137,86,-445.21,4010.82,113.43,-0.25866798,0.06790186,0.6568163,-163.17,2282.33,231.43,-484.59,-247.9,78.8
0C52006011F129FCBC11E1A4AF19E2AD,111.03851,0.0336137,80,-462.97,4164.79,232.6,-0.37083706,-0.26805496,0.8188862,34.47,2518.78,448.47,271.96,152.31,-390.21
0C52006011F129FCBC11E1A4AF19E2AD,111.07211,0.0336139,80,-462.78,4208.54,241.16,-0.36099145,-0.26992157,0.805545,-11.89,2732.04,583.81,271.96,152.31,-390.21
0C52006011F129FCBC11E1A4AF19E2AD,111.07211,0.0336139,74,-2853.18,2424.67,16.99,-0.0039462936,0.0027324643,0.82072514,-893.67,2106.35,0.52,-0.1,0.27,-99.47
0C52006011F129FCBC11E1A4AF19E2AD,111.10571,0.0336136,86,-456.19,4180.33,127.94,-0.494961,0.1336539,0.5966209,-141.61,2253.84,169.08,-480.76,-262.99,46.87
0C52006011F129FCBC11E1A4AF19E2AD,111.10571,0.0336136,80,-463.08,4276.81,255.48,-0.3450552,-0.27184755,0.78292495,-11.86,2729.94,567.1,271.96,152.31,-390.21
0C52006011F129FCBC11E1A4AF19E2AD,111.13931,0.0336137,80,-463.48,4367.75,273.92,-0.3217226,-0.27277005,0.74804276,-11.82,2727.14,544.86,271.96,152.31,-390.21
0C52006011F129FCBC11E1A4AF19E2AD,111.13931,0.0336137,74,-2914.01,2584.78,16.99,-0.0038491874,0.0028619396,0.80527085,-741.31,2156.9,0.52,0.07,-0.24,-86.99
0C52006011F129FCBC11E1A4AF19E2AD,111.17291,0.033613697,86,-466.81,4349.35,137.59,0.7038222,-0.17316015,-0.4953548,-141.61,2253.84,46.46,-476.18,-268.18,61.83
0C52006011F129FCBC11E1A4AF19E2AD,111.17291,0.033613697,80,-464.18,4526.67,304.41,-0.2756455,-0.26984063,0.67468816,-11.75,2722.24,505.98,271.96,152.31,-390.21
0C52006011F129FCBC11E1A4AF19E2AD,111.20651,0.0336139,80,-464.48,4594.69,316.78,-0.25404462,-0.26682496,0.6387814,-11.72,2720.17,489.33,271.96,152.31,-390.21
0C52006011F129FCBC11E1A4AF19E2AD,111.24011,0.0336136,80,-464.68,4640.01,324.8,-0.23909022,-0.26424083,0.61344737,-11.7,2718.79,478.25,271.96,152.31,-390.21
0C52006011F129FCBC11E1A4AF19E2AD,111.24011,0.0336136,74,-2966.16,2766.86,16.99,-0.003725107,0.0030237834,0.76913583,-521.1,2206.2,0.53,0.0,-0.01,-167.22
0C52006011F129FCBC11E1A4AF19E2AD,111.27371,0.0336137,86,-479.79,4555.93,137.13,0.8852776,-0.19536522,-0.33140093,-141.61,2253.84,-14.92,-476.0,-251.41,112.71
0C52006011F129FCBC11E1A4AF19E2AD,111.27371,0.0336137,80,-465.08,4730.57,340.28,-0.20796211,-0.2576915,0.5596394,-11.66,2716.03,456.09,271.96,152.31,-390.21
0C52006011F129FCBC11E1A4AF19E2AD,111.30733,0.0336292,80,-465.78,4888.84,365.59,-0.15016206,-0.24198723,0.45639345,-11.59,2711.2,417.36,271.96,152.31,-390.21
0C52006011F129FCBC11E1A4AF19E2AD,111.30733,0.0336292,74,-2997.98,2970.79,16.99,-0.0034445776,0.0033204972,0.7134263,-190.6,2232.81,0.53,-0.02,0.06,-189.11
0C52006011F129FCBC11E1A4AF19E2AD,111.34094,0.033621997,86,-490.41,4724.95,135.96,0.9662739,-0.18782865,-0.16525134,-141.61,2253.84,-15.45,-459.15,-289.45,88.86
0C52006011F129FCBC11E1A4AF19E2AD,111.34094,0.033621997,80,-466.18,4979.16,379.04,-0.1156244,-0.23069048,0.39290184,-11.55,2708.44,395.26,271.96,152.31,-390.21
0C52006011F129FCBC11E1A4AF19E2AD,111.37456,0.0336286,80,-466.48,5046.83,388.65,-0.08918442,-0.22115783,0.34347996,-11.52,2706.37,378.7,271.96,152.31,-390.21
0C52006011F129FCBC11E1A4AF19E2AD,111.40816,0.0336138,86,-501.03,4893.97,134.79,0.9758727,-0.1671503,0.019121941,-141.61,2253.84,-15.45,-457.48,-292.07,88.86
0C52006011F129FCBC11E1A4AF19E2AD,111.40816,0.0336138,80,-466.88,5136.99,400.81,-0.053411394,-0.20712052,0.27553216,-11.48,2703.61,356.64,271.96,152.31,-390.21
0C52006011F129FCBC11E1A4AF19E2AD,111.40816,0.0336138,74,-2997.05,3174.36,16.99,-0.003115495,0.0036387902,0.6513783,168.51,2203.61,0.52,0.01,0.33,-150.84
0C52006011F129FCBC11E1A4AF19E2AD,111.44176,0.0336137,80,-466.98,5159.51,403.74,-0.04440204,-0.2033819,0.25822565,-11.47,2702.92,351.13,271.96,152.31,-390.21
0C52006011F129FCBC11E1A4AF19E2AD,111.47536,0.0336137,86,-511.65,5062.99,133.62,0.91272,-0.13392363,0.20237845,-141.61,2253.84,-15.45,-457.37,-292.23,88.91
0C52006011F129FCBC11E1A4AF19E2AD,111.47536,0.0336137,80,-467.18,5204.54,409.45,-0.026323995,-0.19564575,0.22328877,,,,,,
0C52006011F129FCBC11E1A4AF19E2AD,111.47536,0.0336137,74,-2975.48,3338.06,16.99,-0.0029374666,0.0037952394,0.62762487,369.2,2166.46,0.51,0.0,0.02,-46.83
0C52006011F129FCBC11E1A4AF19E2AD,111.57619,0.0336137,86,-537.85,4974.31,215.4,0.772333,-0.14390405,0.28487602,-357.13,-1893.93,1211.81,-516.56,-157.99,-103.43
0C52006011F129FCBC11E1A4AF19E2AD,111.57619,0.0336137,74,-2943.71,3499.64,16.99,-0.0029212823,0.003806029,0.6258716,439.94,2150.08,0.51,0.04,0.21,51.72
0C52006011F129FCBC11E1A4AF19E2AD,111.61459,0.038405836,74,-2916.78,3643.32,16.99,-0.0030453627,0.0037089225,0.65541905,359.28,2161.14,0.53,0.0,-0.07,147.79
0C52006011F129FCBC11E1A4AF19E2AD,111.64973,0.035128906,86,-564.67,4832.29,304.25,0.59400445,-0.14986534,0.3412626,-357.13,-1893.93,1163.03,-508.56,-171.11,-120.76
0C52006011F129FCBC11E1A4AF19E2AD,111.64973,0.035128906,74,-2904.32,3733.6,16.99,-0.0031910222,0.0035848422,0.6805913,254.52,2169.86,0.53,0.0,-0.15,170.23
0C52006011F129FCBC11E1A4AF19E2AD,111.68477,0.03502298,86,-582.55,4737.61,361.46,0.47799972,-0.15803306,0.36102924,-357.13,-1893.93,1130.51,-431.27,-171.89,-99.93
0C52006011F129FCBC11E1A4AF19E2AD,111.68477,0.03502298,74,-2897.98,3805.99,16.99,-0.0033204972,0.0034769464,0.70191157,149.63,2172.23,0.53,0.0,-0.13,180.54
0C52006011F129FCBC11E1A4AF19E2AD,111.718315,0.03352686,86,-588.51,4706.05,380.17,0.4447676,-0.1600723,0.3671578,-357.13,-1893.93,1119.67,-400.89,-166.16,-82.61
0C52006011F129FCBC11E1A4AF19E2AD,111.718315,0.03352686,74,-2896.2,3842.18,16.99,-0.00337984,0.0034176037,0.7127101,92.22,2171.02,0.53,0.01,-0.12,184.21
0C52006011F129FCBC11E1A4AF19E2AD,111.75186,0.03355193,86,-609.37,4595.59,444.22,0.34225523,-0.16357356,0.3866546,-357.13,-1893.93,1081.73,-313.63,-129.96,-43.61
0C52006011F129FCBC11E1A4AF19E2AD,111.75186,0.03355193,74,-2976.9,3854.66,20.29,-0.006568207,0.010117941,0.6319678,-1738.19,-109.15,62.65,-31.67,7.89,-549.03
0C52006011F129FCBC11E1A4AF19E2AD,111.78541,0.033551015,86,-618.31,4548.25,470.99,0.3046966,-0.16338474,0.3936733,-357.13,-1893.93,1065.47,-283.06,-114.51,-32.37
0C52006011F129FCBC11E1A4AF19E2AD,111.820786,0.03538534,86,-621.29,4532.47,479.82,0.2929682,-0.16314737,0.395869,-357.13,-1893.93,1060.05,-273.62,-109.68,-29.05
0C52006011F129FCBC11E1A4AF19E2AD,111.820786,0.03538534,74,-3026.17,3850.16,21.7,-0.008704546,0.014584917,0.556764,-1331.86,-154.27,30.51,-27.56,5.54,-549.28
0C52006011F129FCBC11E1A4AF19E2AD,111.85709,0.036294572,86,-633.21,4469.35,514.7,0.24990138,-0.16117828,0.40314117,-357.13,-1893.93,1038.37,-238.32,-83.72,-28.76
0C52006011F129FCBC11E1A4AF19E2AD,111.85709,0.036294572,74,-3071.59,3841.93,21.98,-0.010765359,0.019370101,0.46502513,-947.85,-224.15,-9.24,-23.06,6.67,-471.08
0C52006011F129FCBC11E1A4AF19E2AD,111.89321,0.036117833,86,-648.11,4390.45,557.29,0.20401308,-0.156857,0.40912947,-357.13,-1893.93,1011.27,-201.64,-63.46,-20.07
0C52006011F129FCBC11E1A4AF19E2AD,111.89321,0.036117833,74,-3104.3,3831.63,20.73,-0.010527988,0.021581968,0.3949249,-689.96,-254.94,-41.53,8.04,-5.73,-299.86
0C52006011F129FCBC11E1A4AF19E2AD,111.965866,0.038392656,86,-674.93,4248.43,631.11,0.13870881,-0.14745922,0.4196709,-357.13,-1893.93,962.49,-151.36,-41.87,0.02
0C52006011F129FCBC11E1A4AF19E2AD,111.965866,0.038392656,74,-3139.16,3815.76,17.63,-0.0025706205,0.009653988,0.34575656,-402.87,-218.33,-36.37,29.27,-27.51,-93.78
0C52006011F129FCBC11E1A4AF19E2AD,112.00084,0.034978658,86,-695.79,4137.97,686.0,0.103184,-0.14603499,0.42688915,-357.13,-1893.93,924.55,-82.3,-59.29,3.06
0C52006011F129FCBC11E1A4AF19E2AD,112.03888,0.038040675,74,-3157.37,3804.61,16.6,-0.00042349152,0.0038923456,0.32723615,-179.16,-117.42,-2.42,1.22,-5.23,-36.11
0C52006011F129FCBC11E1A4AF19E2AD,112.079994,0.0411063,86,-725.59,3980.17,760.55,0.07932812,-0.17084575,0.43300155,-357.13,-1893.93,870.35,18.61,-98.91,5.09
0C52006011F129FCBC11E1A4AF19E2AD,112.113594,0.0336136,74,-3162.93,3802.53,16.84,-0.0011733682,0.004113532,0.33456767,-11.15,23.02,3.29,-1.65,0.78,45.98
0C52006011F129FCBC11E1A4AF19E2AD,112.18079,0.0336138,86,-755.39,3822.37,830.6,0.083800405,-0.2285919,0.4324243,-357.13,-1893.93,816.15,116.34,-142.53,1.51
0C52006011F129FCBC11E1A4AF19E2AD,112.18079,0.0336138,74,-3160.94,3807.08,17.0,-0.0015995571,0.004367088,0.3591033,46.26,73.2,0.78,-0.41,0.18,67.67
0C52006011F129FCBC11E1A4AF19E2AD,112.28164,0.0336137,86,-791.75,3620.46,917.55,0.13101584,-0.35008317,0.40273118,-311.28,-1830.52,801.76,259.12,-180.2,-44.08
0C52006011F129FCBC11E1A4AF19E2AD,112.28164,0.0336137,74,-3154.66,3816.66,17.01,-0.001842323,0.0043724827,0.3948224,84.56,131.89,0.27,-0.07,0.04,98.55
0C52006011F129FCBC11E1A4AF19E2AD,112.34884,0.0336136,86,-813.74,3484.94,978.1,0.21947466,-0.44291717,0.36013368,-279.89,-1790.85,813.86,437.67,-102.71,79.61
